prompt,project code,project_status,project name,Approval date,Code Questions
P-BI-DB0-018 represents PROJET D’AMENAGEMENT ET DE BITUMAGE DE LA RN 18 NYAKARARO-MWARO–GITEGA PHASE I happening in Burundi which has status as Ongoing ->,P-BI-DB0-018,Ongoing,Projet d’amenagement et de bitumage de la rn 18 nyakararo-mwaro–gitega phase i happening in burundi,24-Sep-2014.,Details regarding project P-BI-DB0-018
P-CD-IBE-001 represents LUTTE CONTRE L’EPIDEMIE DE FIEVRE HEMORRAGIQUE EBOLA DANS PROVINCE EQUATEUR happening in Dem Rep Congo which has status as Completed ->,P-CD-IBE-001,Completed,Lutte contre l’epidemie de fievre hemorragique ebola dans province equateur happening in dem rep congo,22-Sep-2014.,Details regarding project P-CD-IBE-001
P-BJ-D00-006 represents PROJET TRANSPORT URBAIN A PARAKOU happening in Benin which has status as Ongoing ->,P-BJ-D00-006,Ongoing,Projet transport urbain a parakou happening in benin,19-Sep-2014.,Details regarding project P-BJ-D00-006
P-MZ-K00-010 represents ECONOMIC GOVERNANCE AND INCLUSIVE GROWTH PROGRAM PHASE I happening in Mozambique which has status as Completed ->,P-MZ-K00-010,Completed,Economic governance and inclusive growth program phase i happening in mozambique,19-Sep-2014.,Details regarding project P-MZ-K00-010
P-NG-HZ0-004 represents AFRICA SME PROGRAM LOC - AB MICROFINANCE BANK NIGERIA LIMITED happening in Nigeria which has status as Approved ->,P-NG-HZ0-004,Approved,Africa sme program loc - ab microfinance bank nigeria limited happening in nigeria,18-Sep-2014.,Details regarding project P-NG-HZ0-004
P-AO-K00-006 represents INSTITUTIONAL CAPACITY BUILDING FOR PRIVATE SECTOR DEVELOPMENT PROJECT happening in Angola which has status as Ongoing ->,P-AO-K00-006,Ongoing,Institutional capacity building for private sector development project happening in angola,17-Sep-2014.,Details regarding project P-AO-K00-006
P-BF-KA0-009 represents PROGRAMME D’APPUI A LA PROMOTION DU SECTEUR PRIVE (PAPSP) happening in Burkina Faso which has status as Completed ->,P-BF-KA0-009,Completed,Programme d’appui a la promotion du secteur prive (papsp) happening in burkina faso,17-Sep-2014.,Details regarding project P-BF-KA0-009
P-BF-KF0-009 represents PROJET D’APPUI A LA TRANSFORMATION DE L’ECONOMIE ET A LA CREATION DE L’EMPLOI (PATECE) happening in Burkina Faso which has status as Ongoing ->,P-BF-KF0-009,Ongoing,Projet d’appui a la transformation de l’economie et a la creation de l’emploi (patece) happening in burkina faso,17-Sep-2014.,Details regarding project P-BF-KF0-009
P-ML-AA0-024 represents PROJET DE RENFORCEMENT DE LA SÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE DANS LA RÉGION DE KOULIKORO happening in Mali which has status as Ongoing ->,P-ML-AA0-024,Ongoing,Projet de renforcement de la sécurité alimentaire et nutritionnelle dans la région de koulikoro happening in mali,17-Sep-2014.,Details regarding project P-ML-AA0-024
P-Z1-KF0-043 represents TECHNICAL ASSISTANCE AND CAPACITY BUILDING TO RECSA happening in Multinational which has status as Completed ->,P-Z1-KF0-043,Completed,Technical assistance and capacity building to recsa happening in multinational,12-Sep-2014.,Details regarding project P-Z1-KF0-043
"P-ET-E00-007 represents SUPPORT TO THE ONE WATER, SANITATION AND HYGIENE NATIONAL PROGRAM (OWNP) happening in Ethiopia which has status as Ongoing ->",P-ET-E00-007,Ongoing,"Support to the one water, sanitation and hygiene national program (ownp) happening in ethiopia",08-Sep-2014.,Details regarding project P-ET-E00-007
P-GN-IBE-001 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN GUINEA happening in Guinea which has status as Completed ->,P-GN-IBE-001,Completed,Emergency assistance to fight the ebola virus disease epidemic in guinea happening in guinea,18-Aug-2014.,Details regarding project P-GN-IBE-001
P-GN-IBE-002 represents STRENGTHENING WEST AFRICA’S PUBLIC HEALTH SYSTEMS RESPONSE TO THE EBOLA CRISIS (SWAPHS) GUINEA happening in Guinea which has status as Completed ->,P-GN-IBE-002,Completed,Strengthening west africa’s public health systems response to the ebola crisis (swaphs) guinea happening in guinea,18-Aug-2014.,Details regarding project P-GN-IBE-002
P-LR-IBE-001 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN LIBERIA happening in Liberia which has status as Completed ->,P-LR-IBE-001,Completed,Emergency assistance to fight the ebola virus disease epidemic in liberia happening in liberia,18-Aug-2014.,Details regarding project P-LR-IBE-001
P-LR-IBE-002 represents STRENGTHENING WEST AFRICA’S PUBLIC HEALTH SYSTEMS RESPONSE TO THE EBOLA CRISIS (SWAPHS) LIBERIA happening in Liberia which has status as Completed ->,P-LR-IBE-002,Completed,Strengthening west africa’s public health systems response to the ebola crisis (swaphs) liberia happening in liberia,18-Aug-2014.,Details regarding project P-LR-IBE-002
P-NG-IBE-002 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN NIGERIA happening in Nigeria which has status as Completed ->,P-NG-IBE-002,Completed,Emergency assistance to fight the ebola virus disease epidemic in nigeria happening in nigeria,18-Aug-2014.,Details regarding project P-NG-IBE-002
P-SL-IBE-002 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN SIERRA LEONE happening in Sierra Leone which has status as Closed ->,P-SL-IBE-002,Closed,Emergency assistance to fight the ebola virus disease epidemic in sierra leone happening in sierra leone,18-Aug-2014.,Details regarding project P-SL-IBE-002
P-SL-IBE-003 represents STRENGTHENING WEST AFRICA’S PUBLIC HEALTH SYSTEMS RESPONSE TO THE EBOLA CRISIS (SWAPHS) SIERRA LEO happening in Sierra Leone which has status as Completed ->,P-SL-IBE-003,Completed,Strengthening west africa’s public health systems response to the ebola crisis (swaphs) sierra leo happening in sierra leone,18-Aug-2014.,Details regarding project P-SL-IBE-003
P-Z1-IBE-010 represents MULTINATIONAL ASSISTANCE EBOLA (WHO) PROJECT TO STRENGTHEN WEST AFRICA’S PUBLIC HEALTH SYSTEMS happening in Multinational which has status as Closed ->,P-Z1-IBE-010,Closed,Multinational assistance ebola (who) project to strengthen west africa’s public health systems happening in multinational,18-Aug-2014.,Details regarding project P-Z1-IBE-010
P-NG-EAZ-002 represents PREPARATION OF KOMADUGU-YOBE BASIN STRATEGIC DEVELOPMENT PLAN happening in Nigeria which has status as Completed ->,P-NG-EAZ-002,Completed,Preparation of komadugu-yobe basin strategic development plan happening in nigeria,08-Aug-2014.,Details regarding project P-NG-EAZ-002
P-ZA-EAZ-003 represents OPERATIONALIZING COMMUNITY-DRIVEN MULTIPLE-USE WATER SERVICES PROJECT happening in South Africa which has status as Ongoing ->,P-ZA-EAZ-003,Ongoing,Operationalizing community-driven multiple-use water services project happening in south africa,22-Jul-2014.,Details regarding project P-ZA-EAZ-003
P-NG-IA0-003 represents EMERGENCY ASSISTANCE TO CHIBOK GIRLS SCHOOL IN BORNO STATE happening in Nigeria which has status as Completed ->,P-NG-IA0-003,Completed,Emergency assistance to chibok girls school in borno state happening in nigeria,21-Jul-2014.,Details regarding project P-NG-IA0-003
P-TN-D00-003 represents ETUDE DU PLAN DIRECTEUR NATIONAL DES TRANSPORTS A L'HORIZON 2040 happening in Tunisia which has status as Completed ->,P-TN-D00-003,Completed,Etude du plan directeur national des transports a l'horizon 2040 happening in tunisia,14-Jul-2014.,Details regarding project P-TN-D00-003
P-TN-FD0-006 represents SOUTH TUNISIAN GAZ PIPELINE - TUNISIA happening in Tunisia which has status as Ongoing ->,P-TN-FD0-006,Ongoing,South tunisian gaz pipeline - tunisia happening in tunisia,26-Jun-2014.,Details regarding project P-TN-FD0-006
P-SN-DB0-018 represents DAKAR TOLL HIGHWAY - PHASE 2 happening in Senegal which has status as Ongoing ->,P-SN-DB0-018,Ongoing,Dakar toll highway - phase 2 happening in senegal,26-Jun-2014.,Details regarding project P-SN-DB0-018
P-CF-KZ0-002 represents PROGRAMME D’URGENCE D’APPUI A LA SORTIE DE CRISE ET À LA REPRISE ECONOMIQUE (PUASCRE) happening in Centrafrique which has status as Completed ->,P-CF-KZ0-002,Completed,Programme d’urgence d’appui a la sortie de crise et à la reprise economique (puascre) happening in centrafrique,25-Jun-2014.,Details regarding project P-CF-KZ0-002
P-CV-KF0-004 represents ENQUETE SUR LES DEPENSES ET LES REVENUS DES MENAGES happening in Cape Verde which has status as Completed ->,P-CV-KF0-004,Completed,Enquete sur les depenses et les revenus des menages happening in cape verde,25-Jun-2014.,Details regarding project P-CV-KF0-004
P-CV-KF0-005 represents APPUI AU RECENSEMENT AGRICOLE happening in Cape Verde which has status as Completed ->,P-CV-KF0-005,Completed,Appui au recensement agricole happening in cape verde,25-Jun-2014.,Details regarding project P-CV-KF0-005
P-MU-FA0-002 represents ST. LOUIS POWER STATION REDEVELOPMENT happening in Mauritius which has status as Completed ->,P-MU-FA0-002,Completed,St. louis power station redevelopment happening in mauritius,25-Jun-2014.,Details regarding project P-MU-FA0-002
P-BI-FA0-100 represents HYDROENERGY JIJI MULEMBWE happening in Burundi which has status as Ongoing ->,P-BI-FA0-100,Ongoing,Hydroenergy jiji mulembwe happening in burundi,23-Jun-2014.,Details regarding project P-BI-FA0-100
P-GN-KA0-005 represents PROGRAMME D'APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES PHASE II happening in Guinea which has status as Completed ->,P-GN-KA0-005,Completed,Programme d'appui aux reformes economiques et financieres phase ii happening in guinea,23-Jun-2014.,Details regarding project P-GN-KA0-005
P-TD-AA0-023 represents AIDE D'URGENCE AUX TCHADIENS RAPATRIES DE LA RCA happening in Chad which has status as Completed ->,P-TD-AA0-023,Completed,Aide d'urgence aux tchadiens rapatries de la rca happening in chad,23-Jun-2014.,Details regarding project P-TD-AA0-023
P-ZA-FF0-003 represents XINA SOLAR ONE PROJECT happening in South Africa which has status as Ongoing ->,P-ZA-FF0-003,Ongoing,Xina solar one project happening in south africa,23-Jun-2014.,Details regarding project P-ZA-FF0-003
P-Z1-DB0-153 represents EAC REHABILITATION SELECTED ROAD SC TRB happening in Multinational which has status as Ongoing ->,P-Z1-DB0-153,Ongoing,Eac rehabilitation selected road sc trb happening in multinational,20-Jun-2014.,Details regarding project P-Z1-DB0-153
P-SZ-E00-005 represents EZULWINI SUSTAINABLE WATER AND SANITATION SERVICE DELIVERY happening in Swaziland which has status as Ongoing ->,P-SZ-E00-005,Ongoing,Ezulwini sustainable water and sanitation service delivery happening in swaziland,18-Jun-2014.,Details regarding project P-SZ-E00-005
P-CI-I00-003 represents PROGRAMME D'APPUI AU RENFORCEMENT DE L'INCLUSION ET DE LA COHESION SOCIALE happening in Côte D'Ivoire which has status as Completed ->,P-CI-I00-003,Completed,Programme d'appui au renforcement de l'inclusion et de la cohesion sociale happening in côte d'ivoire,13-Jun-2014.,Details regarding project P-CI-I00-003
P-TD-DB0-011 represents PROJET DE BITUMAGE DE LA ROUTE KYABE-SINGAKO happening in Chad which has status as Ongoing ->,P-TD-DB0-011,Ongoing,Projet de bitumage de la route kyabe-singako happening in chad,13-Jun-2014.,Details regarding project P-TD-DB0-011
P-NG-FD0-003 represents DANGOTE INDUSTRIES LIMITED happening in Nigeria which has status as Ongoing ->,P-NG-FD0-003,Ongoing,Dangote industries limited happening in nigeria,13-Jun-2014.,Details regarding project P-NG-FD0-003
P-SC-KB0-001 represents MSME DEVELOPMENT PROJECT happening in Seychelles which has status as Completed ->,P-SC-KB0-001,Completed,Msme development project happening in seychelles,03-Jun-2014.,Details regarding project P-SC-KB0-001
P-NG-A00-007 represents ASSET MAPPING OF ECONOMIC OPPORTUNITIES IN NIGERIA-MIC GRANT happening in Nigeria which has status as Closed ->,P-NG-A00-007,Closed,Asset mapping of economic opportunities in nigeria-mic grant happening in nigeria,30-May-2014.,Details regarding project P-NG-A00-007
P-SN-DB0-020 represents PROJET D’APPUI AU SECTEUR TRANSPORT : RÉHABILITATION DE LA ROUTE DINGUIRAYE –NIORO-KEUR AYIB happening in Senegal which has status as Ongoing ->,P-SN-DB0-020,Ongoing,Projet d’appui au secteur transport : réhabilitation de la route dinguiraye –nioro-keur ayib happening in senegal,28-May-2014.,Details regarding project P-SN-DB0-020
P-SZ-DB0-012 represents MANZINI-MBADLANE HIGHWAY PROJECT happening in Swaziland which has status as Ongoing ->,P-SZ-DB0-012,Ongoing,Manzini-mbadlane highway project happening in swaziland,28-May-2014.,Details regarding project P-SZ-DB0-012
P-UG-DB0-022 represents ROAD SECTOR SUPPORT PROJECT V happening in Uganda which has status as Ongoing ->,P-UG-DB0-022,Ongoing,Road sector support project v happening in uganda,28-May-2014.,Details regarding project P-UG-DB0-022
P-Z1-HAA-055 represents AFREXIMBANK TRADE FINANCE LINE OF CREDIT happening in Multinational which has status as Ongoing ->,P-Z1-HAA-055,Ongoing,Afreximbank trade finance line of credit happening in multinational,28-May-2014.,Details regarding project P-Z1-HAA-055
P-Z1-HAA-056 represents AFREXIMBANK RISK PARTICIPATION AGREEMENT happening in Multinational which has status as Completed ->,P-Z1-HAA-056,Completed,Afreximbank risk participation agreement happening in multinational,28-May-2014.,Details regarding project P-Z1-HAA-056
P-NG-HAB-016 represents STANBIC IBTC BANK PLC happening in Nigeria which has status as Ongoing ->,P-NG-HAB-016,Ongoing,Stanbic ibtc bank plc happening in nigeria,27-May-2014.,Details regarding project P-NG-HAB-016
P-Z1-AA0-112 represents AGRA TECHNICAL ASSISTANCE FAPA GRANT happening in Multinational which has status as Completed ->,P-Z1-AA0-112,Completed,Agra technical assistance fapa grant happening in multinational,19-May-2014.,Details regarding project P-Z1-AA0-112
P-GA-KF0-001 represents PROJET D'APPUI À LA MISE EN PLACE D'UN DISPOSITIF D'INCUBATEURS D'ENTREPRISES AU GABON happening in Gabon which has status as Completed ->,P-GA-KF0-001,Completed,Projet d'appui à la mise en place d'un dispositif d'incubateurs d'entreprises au gabon happening in gabon,14-May-2014.,Details regarding project P-GA-KF0-001
P-AO-FA0-002 represents POWER SECTOR REFORM SUPPORT PROGRAM happening in Angola which has status as Completed ->,P-AO-FA0-002,Completed,Power sector reform support program happening in angola,13-May-2014.,Details regarding project P-AO-FA0-002
P-SL-K00-007 represents PFM IMPROVEMENT AND CONSOLIDATION (PFMIC) happening in Sierra Leone which has status as Completed ->,P-SL-K00-007,Completed,Pfm improvement and consolidation (pfmic) happening in sierra leone,08-May-2014.,Details regarding project P-SL-K00-007
P-Z1-HAB-021 represents UNION DE BANQUES ARABES ET FRANCAISES happening in Multinational which has status as Ongoing ->,P-Z1-HAB-021,Ongoing,Union de banques arabes et francaises happening in multinational,07-May-2014.,Details regarding project P-Z1-HAB-021
P-RW-IZ0-003 represents SEEP II happening in Rwanda which has status as Completed ->,P-RW-IZ0-003,Completed,Seep ii happening in rwanda,07-May-2014.,Details regarding project P-RW-IZ0-003
"P-SL-KA0-013 represents INCLUSIVE ECONOMIC MANAGEMENT PROGRAM, PHASE I happening in Sierra Leone which has status as Closed ->",P-SL-KA0-013,Closed,"Inclusive economic management program, phase i happening in sierra leone",05-May-2014.,Details regarding project P-SL-KA0-013
"P-BI-F00-003 represents PROJET PLAN DIRECTEUR DE PRODUCTION, TRANSPORT ET DISTRIBUTION DE L'ENERGIE ELECTRIQUE happening in Burundi which has status as Completed ->",P-BI-F00-003,Completed,"Projet plan directeur de production, transport et distribution de l'energie electrique happening in burundi",30-Apr-2014.,Details regarding project P-BI-F00-003
P-MW-E00-006 represents SUSTAINABLE RURAL WATER AND SANITATION INFRASTRUCTURE FOR IMPROVED AND HEALTH AND LIVELIHOODS happening in Malawi which has status as Ongoing ->,P-MW-E00-006,Ongoing,Sustainable rural water and sanitation infrastructure for improved and health and livelihoods happening in malawi,30-Apr-2014.,Details regarding project P-MW-E00-006
P-GH-KB0-003 represents GHANA- MSME BUSINESS LINKAGE PROGRAM happening in Ghana which has status as Ongoing ->,P-GH-KB0-003,Ongoing,Ghana- msme business linkage program happening in ghana,27-Apr-2014.,Details regarding project P-GH-KB0-003
P-SN-E00-007 represents PROJET SECTORIEL EAU & ASSAINISSEMENT happening in Senegal which has status as Ongoing ->,P-SN-E00-007,Ongoing,Projet sectoriel eau & assainissement happening in senegal,23-Apr-2014.,Details regarding project P-SN-E00-007
P-Z1-IBE-009 represents ASSISTANCE EPIDEMIE EBOLA REGIONAL EMERGENCY ASSIST.COMBAT EVD GUI-SEN-CIV-SL-LIB-GBISSAU happening in Multinational which has status as Completed ->,P-Z1-IBE-009,Completed,Assistance epidemie ebola regional emergency assist.combat evd gui-sen-civ-sl-lib-gbissau happening in multinational,23-Apr-2014.,Details regarding project P-Z1-IBE-009
