,prompt,completion,project code,project_status,project name,Approval date,Code Questions
720,P-Z1-DB0-163 represents CI - (PRET ADDITIONNEL)PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Jun-2015. 
",P-Z1-DB0-163,Ongoing,CI - (PRET ADDITIONNEL)PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS happening in Multinational,03-Jun-2015.,Details regarding project P-Z1-DB0-163
721,P-Z1-DB0-164 represents LIBERIA- (PRET ADDITIONNEL)PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Jun-2015. 
",P-Z1-DB0-164,Ongoing,LIBERIA- (PRET ADDITIONNEL)PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS happening in Multinational,03-Jun-2015.,Details regarding project P-Z1-DB0-164
722,P-Z1-DB0-165 represents GUINEE - (PRET ADDITIONNEL)PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Jun-2015. 
",P-Z1-DB0-165,Ongoing,GUINEE - (PRET ADDITIONNEL)PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS happening in Multinational,03-Jun-2015.,Details regarding project P-Z1-DB0-165
723,P-MU-DD0-001 represents FEASIBILITY STUDY OF THE ISLAND CONTAINER TERMINAL happening in Mauritius which has status as Ongoing ->,"Project was approved on 27-May-2015. 
",P-MU-DD0-001,Ongoing,FEASIBILITY STUDY OF THE ISLAND CONTAINER TERMINAL happening in Mauritius,27-May-2015.,Details regarding project P-MU-DD0-001
724,P-ET-KF0-004 represents INSTITUTIONAL SUPPORT PROJECT FOR PUBLIC-PRIVATE-PARTNERSHIPS (ISP-PPP) happening in Ethiopia which has status as Ongoing ->,"Project was approved on 26-May-2015. 
",P-ET-KF0-004,Ongoing,INSTITUTIONAL SUPPORT PROJECT FOR PUBLIC-PRIVATE-PARTNERSHIPS (ISP-PPP) happening in Ethiopia,26-May-2015.,Details regarding project P-ET-KF0-004
725,P-Z1-FA0-084 represents AFRICAN NET CENTERS EXCELLENCE ELECT happening in Multinational which has status as Ongoing ->,"Project was approved on 26-May-2015. 
",P-Z1-FA0-084,Ongoing,AFRICAN NET CENTERS EXCELLENCE ELECT happening in Multinational,26-May-2015.,Details regarding project P-Z1-FA0-084
726,P-MA-KA0-002 represents ETUDE STRATEGIQUE DE LA DTFE happening in Morocco which has status as Ongoing ->,"Project was approved on 21-May-2015. 
",P-MA-KA0-002,Ongoing,ETUDE STRATEGIQUE DE LA DTFE happening in Morocco,21-May-2015.,Details regarding project P-MA-KA0-002
727,P-SD-IA0-001 represents CAPACITY BUILDING FOR IMPROVED QUALITY OF THE EDUCATION SYSTEM AND SKILLS DEVELOPMENT happening in Sudan which has status as Ongoing ->,"Project was approved on 20-May-2015. 
",P-SD-IA0-001,Ongoing,CAPACITY BUILDING FOR IMPROVED QUALITY OF THE EDUCATION SYSTEM AND SKILLS DEVELOPMENT happening in Sudan,20-May-2015.,Details regarding project P-SD-IA0-001
728,P-TZ-K00-014 represents POWER SECTOR REFORM AND GOVERNANCE SUPPORT PROGRAM (PSRGSP) happening in Tanzania which has status as Completed ->,"Project was approved on 20-May-2015. 
",P-TZ-K00-014,Completed,POWER SECTOR REFORM AND GOVERNANCE SUPPORT PROGRAM (PSRGSP) happening in Tanzania,20-May-2015.,Details regarding project P-TZ-K00-014
729,P-Z1-AAF-006 represents DRC- LAKES EDWARD AND ALBERT INTERGRATED FISHERIES & WATER RESOURCES MGT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 20-May-2015. 
",P-Z1-AAF-006,Ongoing,DRC- LAKES EDWARD AND ALBERT INTERGRATED FISHERIES & WATER RESOURCES MGT PROJECT happening in Multinational,20-May-2015.,Details regarding project P-Z1-AAF-006
730,P-Z1-AAF-010 represents UGANDA- LAKES EDWARD & ALBERT INTERGRATED FISHERIES &WATER RESOURCSE MGT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 20-May-2015. 
",P-Z1-AAF-010,Ongoing,UGANDA- LAKES EDWARD & ALBERT INTERGRATED FISHERIES &WATER RESOURCSE MGT PROJECT happening in Multinational,20-May-2015.,Details regarding project P-Z1-AAF-010
731,P-Z1-AAF-011 represents NBI/ NELSAP: LAKES EDWARD & ALBERT FISHERIES AND WATER RESOURCSE MGT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 20-May-2015. 
",P-Z1-AAF-011,Ongoing,NBI/ NELSAP: LAKES EDWARD & ALBERT FISHERIES AND WATER RESOURCSE MGT PROJECT happening in Multinational,20-May-2015.,Details regarding project P-Z1-AAF-011
732,P-DZ-EAZ-003 represents ASSISTANCE TECHNIQUE POUR L'ELABORATION D'UN SIG AU PROFIT DE L'ANRH happening in Algeria which has status as Ongoing ->,"Project was approved on 19-May-2015. 
",P-DZ-EAZ-003,Ongoing,ASSISTANCE TECHNIQUE POUR L'ELABORATION D'UN SIG AU PROFIT DE L'ANRH happening in Algeria,19-May-2015.,Details regarding project P-DZ-EAZ-003
733,P-GW-KA0-008 represents PROGRAMME D’URGENCE D’APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES (PUAREF) happening in Guinea-Bissau which has status as Completed ->,"Project was approved on 13-May-2015. 
",P-GW-KA0-008,Completed,PROGRAMME D’URGENCE D’APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES (PUAREF) happening in Guinea-Bissau,13-May-2015.,Details regarding project P-GW-KA0-008
734,P-MR-AAC-009 represents PPF-PREPARATION DES ETUDES TECHNIQUES DU PAHABO 2 happening in Mauritania which has status as Ongoing ->,"Project was approved on 11-May-2015. 
",P-MR-AAC-009,Ongoing,PPF-PREPARATION DES ETUDES TECHNIQUES DU PAHABO 2 happening in Mauritania,11-May-2015.,Details regarding project P-MR-AAC-009
735,P-Z1-K00-064 represents APPUI AU SG DE L'UMA - PHASE 2 happening in Multinational which has status as Ongoing ->,"Project was approved on 08-May-2015. 
",P-Z1-K00-064,Ongoing,APPUI AU SG DE L'UMA - PHASE 2 happening in Multinational,08-May-2015.,Details regarding project P-Z1-K00-064
736,P-EG-KF0-002 represents STRENGTHENING THE INSTITUTE OF NATIONAL PLANNING happening in Egypt which has status as Ongoing ->,"Project was approved on 07-May-2015. 
",P-EG-KF0-002,Ongoing,STRENGTHENING THE INSTITUTE OF NATIONAL PLANNING happening in Egypt,07-May-2015.,Details regarding project P-EG-KF0-002
737,P-BF-AA0-025 represents PROJET D'APPUI AU POLE DE CROISSANCE DE BAGRE happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 29-Apr-2015. 
",P-BF-AA0-025,Ongoing,PROJET D'APPUI AU POLE DE CROISSANCE DE BAGRE happening in Burkina Faso,29-Apr-2015.,Details regarding project P-BF-AA0-025
738,P-EG-KF0-001 represents CAPACITY BUILDING FOR EGYPTIAN AGENCY OF PARTNERSHIP FOR DEVELOPMENT happening in Egypt which has status as Completed ->,"Project was approved on 29-Apr-2015. 
",P-EG-KF0-001,Completed,CAPACITY BUILDING FOR EGYPTIAN AGENCY OF PARTNERSHIP FOR DEVELOPMENT happening in Egypt,29-Apr-2015.,Details regarding project P-EG-KF0-001
739,P-MW-IE0-005 represents PROTECTION OF BASIC SERVICES happening in Malawi which has status as Ongoing ->,"Project was approved on 29-Apr-2015. 
",P-MW-IE0-005,Ongoing,PROTECTION OF BASIC SERVICES happening in Malawi,29-Apr-2015.,Details regarding project P-MW-IE0-005
740,P-MA-AAZ-007 represents APPUI TECHNIQUE À LA CROISSANCE VERTE AU MAROC happening in Morocco which has status as Approved ->,"Project was approved on 27-Apr-2015. 
",P-MA-AAZ-007,Approved,APPUI TECHNIQUE À LA CROISSANCE VERTE AU MAROC happening in Morocco,27-Apr-2015.,Details regarding project P-MA-AAZ-007
741,P-ZA-IE0-003 represents ENTERPRISE DEVELOPMENT PILOT PROJECT happening in South Africa which has status as Ongoing ->,"Project was approved on 23-Apr-2015. 
",P-ZA-IE0-003,Ongoing,ENTERPRISE DEVELOPMENT PILOT PROJECT happening in South Africa,23-Apr-2015.,Details regarding project P-ZA-IE0-003
742,P-DZ-B00-001 represents ETUDE SUR LA DIVERSIFICATION ECONOMIQUE EN ALGERIE happening in Algeria which has status as Ongoing ->,"Project was approved on 07-Apr-2015. 
",P-DZ-B00-001,Ongoing,ETUDE SUR LA DIVERSIFICATION ECONOMIQUE EN ALGERIE happening in Algeria,07-Apr-2015.,Details regarding project P-DZ-B00-001
743,P-AO-E00-005 represents INSTITUTIONAL AND SUSTAINABILITY SUPPORT TO URBAN WATER SUPPLY AND SANITATION SERVICE DELIVERY happening in Angola which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
",P-AO-E00-005,Ongoing,INSTITUTIONAL AND SUSTAINABILITY SUPPORT TO URBAN WATER SUPPLY AND SANITATION SERVICE DELIVERY happening in Angola,01-Apr-2015.,Details regarding project P-AO-E00-005
744,P-SC-EA0-004 represents MAHE SUSTAINABLE WATER AUGMENTATION PROJECT happening in Seychelles which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
",P-SC-EA0-004,Ongoing,MAHE SUSTAINABLE WATER AUGMENTATION PROJECT happening in Seychelles,01-Apr-2015.,Details regarding project P-SC-EA0-004
745,P-TN-FA0-003 represents PROJET DE DEVELOPPEMENT DU RESEAU DE TRANSPORT ET DE DISTRIBUTION DE GAZ NATUREL happening in Tunisia which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
",P-TN-FA0-003,Ongoing,PROJET DE DEVELOPPEMENT DU RESEAU DE TRANSPORT ET DE DISTRIBUTION DE GAZ NATUREL happening in Tunisia,01-Apr-2015.,Details regarding project P-TN-FA0-003
746,P-Z1-HAB-020 represents FIRSTRAND BANK RPA happening in Multinational which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
",P-Z1-HAB-020,Ongoing,FIRSTRAND BANK RPA happening in Multinational,01-Apr-2015.,Details regarding project P-Z1-HAB-020
747,P-SD-IBD-006 represents BUILDING CAPACITY FOR INCLUSIVE SERVICE DELIVERY (BCISD) happening in Sudan which has status as Ongoing ->,"Project was approved on 25-Mar-2015. 
",P-SD-IBD-006,Ongoing,BUILDING CAPACITY FOR INCLUSIVE SERVICE DELIVERY (BCISD) happening in Sudan,25-Mar-2015.,Details regarding project P-SD-IBD-006
748,P-Z1-AAZ-023 represents Programme de renforcement de la résilience à l’insécurité alimentaire et nutritionnelle en milieu rural au Sénégal (P2RS) happening in Multinational which has status as Ongoing ->,"Project was approved on 16-Mar-2015. 
",P-Z1-AAZ-023,Ongoing,Programme de renforcement de la résilience à l’insécurité alimentaire et nutritionnelle en milieu rural au Sénégal (P2RS) happening in Multinational,16-Mar-2015.,Details regarding project P-Z1-AAZ-023
749,P-KE-DB0-021 represents MOMBASA-MARIAKANI ROAD HIGHWAY PROJECT happening in Kenya which has status as Ongoing ->,"Project was approved on 11-Mar-2015. 
",P-KE-DB0-021,Ongoing,MOMBASA-MARIAKANI ROAD HIGHWAY PROJECT happening in Kenya,11-Mar-2015.,Details regarding project P-KE-DB0-021
750,P-CV-I00-001 represents AIDE D'URGENCE AUX POPULATIONS AFFECTÉES PAR L'ÉRUPTION DU VOLCAN happening in Cape Verde which has status as Completed ->,"Project was approved on 06-Mar-2015. 
",P-CV-I00-001,Completed,AIDE D'URGENCE AUX POPULATIONS AFFECTÉES PAR L'ÉRUPTION DU VOLCAN happening in Cape Verde,06-Mar-2015.,Details regarding project P-CV-I00-001
751,P-UG-E00-013 represents ADDITIONAL FUNDS TO WATER SUPPLY AND SAN happening in Uganda which has status as Ongoing ->,"Project was approved on 04-Mar-2015. 
",P-UG-E00-013,Ongoing,ADDITIONAL FUNDS TO WATER SUPPLY AND SAN happening in Uganda,04-Mar-2015.,Details regarding project P-UG-E00-013
752,P-ER-IA0-001 represents SKILLS DEVELOPMENT FOR EMPLOYABILITY AND ENTREPRENEURSHIP happening in Eritrea which has status as Ongoing ->,"Project was approved on 03-Mar-2015. 
",P-ER-IA0-001,Ongoing,SKILLS DEVELOPMENT FOR EMPLOYABILITY AND ENTREPRENEURSHIP happening in Eritrea,03-Mar-2015.,Details regarding project P-ER-IA0-001
753,P-DZ-KF0-002 represents PROJET D’APPUI AU DEVELOPPEMENT DE LA PME (PAD-PME) happening in Algeria which has status as Completed ->,"Project was approved on 02-Mar-2015. 
",P-DZ-KF0-002,Completed,PROJET D’APPUI AU DEVELOPPEMENT DE LA PME (PAD-PME) happening in Algeria,02-Mar-2015.,Details regarding project P-DZ-KF0-002
754,P-EG-AAC-017 represents USE OF RENEWABLE ENERGY FOR PUMPING IRRI happening in Egypt which has status as Ongoing ->,"Project was approved on 26-Feb-2015. 
",P-EG-AAC-017,Ongoing,USE OF RENEWABLE ENERGY FOR PUMPING IRRI happening in Egypt,26-Feb-2015.,Details regarding project P-EG-AAC-017
755,P-Z1-FA0-052 represents KENYA - TANZANIA INTERCONNECTION (TANZANIA) happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Feb-2015. 
",P-Z1-FA0-052,Ongoing,KENYA - TANZANIA INTERCONNECTION (TANZANIA) happening in Multinational,18-Feb-2015.,Details regarding project P-Z1-FA0-052
756,P-Z1-FA0-086 represents KENYA - TANZANIA INTERCONNECTION (KENYA) happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Feb-2015. 
",P-Z1-FA0-086,Ongoing,KENYA - TANZANIA INTERCONNECTION (KENYA) happening in Multinational,18-Feb-2015.,Details regarding project P-Z1-FA0-086
757,P-DZ-IAZ-001 represents MIC - ETUDE SUR LA CROISSANCE INCLUSIVE ET L’EMPLOI happening in Algeria which has status as Ongoing ->,"Project was approved on 17-Feb-2015. 
",P-DZ-IAZ-001,Ongoing,MIC - ETUDE SUR LA CROISSANCE INCLUSIVE ET L’EMPLOI happening in Algeria,17-Feb-2015.,Details regarding project P-DZ-IAZ-001
758,P-SO-IZ0-006 represents EMERGENCY ASSISTANCE TO VICTIMS OF DROUGHT 2014 happening in Somalia which has status as Completed ->,"Project was approved on 09-Feb-2015. 
",P-SO-IZ0-006,Completed,EMERGENCY ASSISTANCE TO VICTIMS OF DROUGHT 2014 happening in Somalia,09-Feb-2015.,Details regarding project P-SO-IZ0-006
759,P-Z1-KF0-044 represents CRISIS RESPONSE: TA TO AFRICAN UNION TO SUPPORT COUNTRIES MOST AFFECTED WITH EBOLA EPIDEMIC happening in Multinational which has status as Completed ->,"Project was approved on 26-Jan-2015. 
",P-Z1-KF0-044,Completed,CRISIS RESPONSE: TA TO AFRICAN UNION TO SUPPORT COUNTRIES MOST AFFECTED WITH EBOLA EPIDEMIC happening in Multinational,26-Jan-2015.,Details regarding project P-Z1-KF0-044
760,P-ET-HB0-002 represents CAPACITY BUILDING FOR FINANCIAL INCLUSION IN ETHIOPIA (M-BIRR – MOBILE MONEY SERVICE) happening in Ethiopia which has status as Completed ->,"Project was approved on 26-Jan-2015. 
",P-ET-HB0-002,Completed,CAPACITY BUILDING FOR FINANCIAL INCLUSION IN ETHIOPIA (M-BIRR – MOBILE MONEY SERVICE) happening in Ethiopia,26-Jan-2015.,Details regarding project P-ET-HB0-002
761,P-LR-HB0-001 represents TECHNICAL ASSISTANCE TO ACCESS BANK LIBERIA happening in Liberia which has status as Completed ->,"Project was approved on 26-Jan-2015. 
",P-LR-HB0-001,Completed,TECHNICAL ASSISTANCE TO ACCESS BANK LIBERIA happening in Liberia,26-Jan-2015.,Details regarding project P-LR-HB0-001
762,P-TG-I00-006 represents THE KARA AND LOME MARKET RECONSTRUCTION AND TRADERS SUPPORT PROJECT (PARMCO) happening in Togo which has status as Completed ->,"Project was approved on 26-Jan-2015. 
",P-TG-I00-006,Completed,THE KARA AND LOME MARKET RECONSTRUCTION AND TRADERS SUPPORT PROJECT (PARMCO) happening in Togo,26-Jan-2015.,Details regarding project P-TG-I00-006
763,P-CM-I00-001 represents PROJET D'AIDE D'URGENCE HUMANITAIRE AUX REFUGIES AU CAMEROUN happening in Cameroon which has status as Completed ->,"Project was approved on 13-Jan-2015. 
",P-CM-I00-001,Completed,PROJET D'AIDE D'URGENCE HUMANITAIRE AUX REFUGIES AU CAMEROUN happening in Cameroon,13-Jan-2015.,Details regarding project P-CM-I00-001
764,P-MG-IBE-003 represents AIDE HUMANITAIRE D'URGENCE POUR LUTTER CONTRE L'EPIDEMIE DE LA PESTE happening in Madagascar which has status as Closed ->,"Project was approved on 23-Dec-2014. 
",P-MG-IBE-003,Closed,AIDE HUMANITAIRE D'URGENCE POUR LUTTER CONTRE L'EPIDEMIE DE LA PESTE happening in Madagascar,23-Dec-2014.,Details regarding project P-MG-IBE-003
765,P-AO-AAZ-002 represents CABINDA PROVINCE AGRICULTURE DEVELOPMENT STUDY happening in Angola which has status as Closed ->,"Project was approved on 22-Dec-2014. 
",P-AO-AAZ-002,Closed,CABINDA PROVINCE AGRICULTURE DEVELOPMENT STUDY happening in Angola,22-Dec-2014.,Details regarding project P-AO-AAZ-002
766,P-SC-EA0-005 represents INTEGRATED SANITATION MASTER PLAN happening in Seychelles which has status as Completed ->,"Project was approved on 22-Dec-2014. 
",P-SC-EA0-005,Completed,INTEGRATED SANITATION MASTER PLAN happening in Seychelles,22-Dec-2014.,Details regarding project P-SC-EA0-005
767,P-ZA-DC0-001 represents TRANSNET EXPANSION CORPORATE LOAN II happening in South Africa which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
",P-ZA-DC0-001,Ongoing,TRANSNET EXPANSION CORPORATE LOAN II happening in South Africa,18-Dec-2014.,Details regarding project P-ZA-DC0-001
768,P-BI-KA0-005 represents PROGRAMME D'APPUI A LA GOUVERNANCE ECONOMIQUE PHASE I (PARGE I) happening in Burundi which has status as Completed ->,"Project was approved on 18-Dec-2014. 
",P-BI-KA0-005,Completed,PROGRAMME D'APPUI A LA GOUVERNANCE ECONOMIQUE PHASE I (PARGE I) happening in Burundi,18-Dec-2014.,Details regarding project P-BI-KA0-005
769,P-CG-IAE-001 represents PROJET DE DÉVELOPPEMENT DES COMPÉTENCES ET DES RESSOURCES HUMAINES (PDCRH) happening in Congo CG which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
",P-CG-IAE-001,Ongoing,PROJET DE DÉVELOPPEMENT DES COMPÉTENCES ET DES RESSOURCES HUMAINES (PDCRH) happening in Congo CG,18-Dec-2014.,Details regarding project P-CG-IAE-001
770,P-Z1-DB0-103 represents CI - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MANO happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
",P-Z1-DB0-103,Ongoing,CI - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MANO happening in Multinational,18-Dec-2014.,Details regarding project P-Z1-DB0-103
771,P-Z1-DB0-161 represents LIBERIA - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE M happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
",P-Z1-DB0-161,Ongoing,LIBERIA - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE M happening in Multinational,18-Dec-2014.,Details regarding project P-Z1-DB0-161
772,P-Z1-DB0-162 represents GUINEE- PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MAN happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
",P-Z1-DB0-162,Ongoing,GUINEE- PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MAN happening in Multinational,18-Dec-2014.,Details regarding project P-Z1-DB0-162
773,P-ZM-AA0-021 represents LAKE TANGANYIKA DEVELOPMENT PROJ happening in Zambia which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
",P-ZM-AA0-021,Ongoing,LAKE TANGANYIKA DEVELOPMENT PROJ happening in Zambia,18-Dec-2014.,Details regarding project P-ZM-AA0-021
774,P-CD-DB0-009 represents PROJET D’AMENAGEMENT DE LA RN1 (TSHIKAPA-MBUJI MAYI) ET DE CONSTRUCTION DES INFRASTRUCTURES RURAL happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 17-Dec-2014. 
",P-CD-DB0-009,Ongoing,PROJET D’AMENAGEMENT DE LA RN1 (TSHIKAPA-MBUJI MAYI) ET DE CONSTRUCTION DES INFRASTRUCTURES RURAL happening in Dem Rep Congo,17-Dec-2014.,Details regarding project P-CD-DB0-009
775,P-ML-KA0-003 represents PAUGRE - PROGRAMME D'APPUI A LA GOUVERNANCE ET A LA REPRISE ECONOMIQUE happening in Mali which has status as Completed ->,"Project was approved on 17-Dec-2014. 
",P-ML-KA0-003,Completed,PAUGRE - PROGRAMME D'APPUI A LA GOUVERNANCE ET A LA REPRISE ECONOMIQUE happening in Mali,17-Dec-2014.,Details regarding project P-ML-KA0-003
776,P-Z1-CZ0-013 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_CAMEROUN happening in Multinational which has status as Completed ->,"Project was approved on 17-Dec-2014. 
",P-Z1-CZ0-013,Completed,RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_CAMEROUN happening in Multinational,17-Dec-2014.,Details regarding project P-Z1-CZ0-013
777,P-Z1-CZ0-014 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_NIGER happening in Multinational which has status as Ongoing ->,"Project was approved on 17-Dec-2014. 
",P-Z1-CZ0-014,Ongoing,RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_NIGER happening in Multinational,17-Dec-2014.,Details regarding project P-Z1-CZ0-014
