Question,Answer
Details regarding project P-TD-KF0-009,The project named projet d'appui à l'initiative ppte happening in chad with code P-TD-KF0-009 was approved on 05-Mar-2014 with the current project status as Completed
Details regarding project P-GH-F00-005,The project named electricity distribution system reinforcement and extension project happening in ghana with code P-GH-F00-005 was approved on 26-Feb-2014 with the current project status as Ongoing
Details regarding project P-ZA-G00-002,The project named bbi mic grant request happening in south africa with code P-ZA-G00-002 was approved on 21-Feb-2014 with the current project status as Completed
Details regarding project P-CD-AA0-005,The project named aide d'urgence populations deplacees dans les territoire du malemba nkulu happening in dem rep congo with code P-CD-AA0-005 was approved on 20-Feb-2014 with the current project status as Completed
Details regarding project P-Z1-KF0-036,The project named grant support to acbf smtp iii happening in multinational with code P-Z1-KF0-036 was approved on 17-Feb-2014 with the current project status as Completed
Details regarding project P-AO-IAD-001,The project named mic - etudes financement et secteur privé happening in angola with code P-AO-IAD-001 was approved on 14-Feb-2014 with the current project status as Completed
Details regarding project P-CD-B00-002,The project named nyumba ya akiba cement plant - ekf covered happening in dem rep congo with code P-CD-B00-002 was approved on 12-Feb-2014 with the current project status as Completed
Details regarding project P-DZ-G00-002,The project named recadrage de la strategie e-algerie et elaboration de la demarche de mise en oeuvre de l'axe e-gov happening in algeria with code P-DZ-G00-002 was approved on 10-Feb-2014 with the current project status as Completed
Details regarding project P-Z1-K00-077,The project named seed grant private sector credit enhancement facility adf 13 happening in multinational with code P-Z1-K00-077 was approved on 31-Jan-2014 with the current project status as Approved
Details regarding project P-CF-AA0-008,The project named aide d’urgence la sécurité aliment des ménages vulnérables affectés par crise politico-milit happening in centrafrique with code P-CF-AA0-008 was approved on 23-Jan-2014 with the current project status as Completed
Details regarding project P-GN-EAZ-001,The project named etude d'appui institutionnel pour la réorganisation du snape happening in guinea with code P-GN-EAZ-001 was approved on 22-Jan-2014 with the current project status as Completed
Details regarding project P-TG-I00-004,The project named projet d’appui a la reconstruction des marches et aux commercants de kara et de lome happening in togo with code P-TG-I00-004 was approved on 22-Jan-2014 with the current project status as Ongoing
Details regarding project P-GW-IBE-003,The project named emergency cholera asssitance happening in guinea-bissau with code P-GW-IBE-003 was approved on 10-Jan-2014 with the current project status as Completed
Details regarding project P-TN-K00-007,The project named projet d'appui a l'operationnalisation du plan d'action de la reforme des marches publics happening in tunisia with code P-TN-K00-007 was approved on 27-Dec-2013 with the current project status as Ongoing
Details regarding project P-NE-EAZ-004,The project named elaboration et mise en oeuvre du plan d'action national de gestion integree des ressources en eau happening in niger with code P-NE-EAZ-004 was approved on 23-Dec-2013 with the current project status as Completed
Details regarding project P-SL-KF0-008,The project named technical assistance and capacity building to support minerals and extractive revenues governance happening in sierra leone with code P-SL-KF0-008 was approved on 20-Dec-2013 with the current project status as Ongoing
Details regarding project P-TZ-FA0-012,The project named scaling-up renewable energy progrm-grant happening in tanzania with code P-TZ-FA0-012 was approved on 20-Dec-2013 with the current project status as Completed
Details regarding project P-Z1-DD0-015,The project named identification of bank interventions for ppp port projects happening in multinational with code P-Z1-DD0-015 was approved on 19-Dec-2013 with the current project status as Completed
Details regarding project P-Z1-EAZ-040,The project named bassin niger etudes préliminaires pidacc happening in multinational with code P-Z1-EAZ-040 was approved on 19-Dec-2013 with the current project status as Ongoing
Details regarding project P-BI-DB0-017,The project named projet de la route makebuko ruyigi happening in burundi with code P-BI-DB0-017 was approved on 18-Dec-2013 with the current project status as Completed
Details regarding project P-MA-IBD-010,The project named appui couverture medicale iii happening in morocco with code P-MA-IBD-010 was approved on 18-Dec-2013 with the current project status as Completed
Details regarding project P-MR-EAZ-009,"The project named programme national intégré eau em milieu rural, ii happening in mauritania with code P-MR-EAZ-009 was approved on 18-Dec-2013 with the current project status as Ongoing"
Details regarding project P-MW-AAC-008,The project named shire valley irrigation project feasibility study happening in malawi with code P-MW-AAC-008 was approved on 18-Dec-2013 with the current project status as Completed
Details regarding project P-MZ-IZ0-002,The project named consolidation women's entrepreneurship happening in mozambique with code P-MZ-IZ0-002 was approved on 18-Dec-2013 with the current project status as Ongoing
Details regarding project P-NG-FA0-006,The project named partial risk guarantee program in support of the power sector happening in nigeria with code P-NG-FA0-006 was approved on 18-Dec-2013 with the current project status as Approved
Details regarding project P-RW-I00-003,The project named integrated household living condition survey (eicv4) happening in rwanda with code P-RW-I00-003 was approved on 18-Dec-2013 with the current project status as Closed
Details regarding project P-SL-KF0-009,The project named technical assistance and capacity building support to ministry of energy & mcc - (tcb- erpu & mcc) happening in sierra leone with code P-SL-KF0-009 was approved on 18-Dec-2013 with the current project status as Ongoing
Details regarding project P-SN-IAD-001,The project named projet d'appui a l'universite virtuelle du senegal happening in senegal with code P-SN-IAD-001 was approved on 18-Dec-2013 with the current project status as Ongoing
